Date_and_Time,DPV_res_MW,DPV_non_res_MW,CF,DPV_res_MWh,DPV_non_res_MWh
2019-05-01 00:00:00+00:00,0.0316320115796774,0.0210589700604838,0.0,0.0,0.0
2019-05-01 01:00:00+00:00,0.0316329723235483,0.0210590151305107,0.0,0.0,0.0
2019-05-01 02:00:00+00:00,0.0316339330674193,0.0210590602005376,0.0,0.0,0.0
2019-05-01 03:00:00+00:00,0.0316348938112903,0.0210591052705645,0.0,0.0,0.0
2019-05-01 04:00:00+00:00,0.0316358545551612,0.0210591503405913,0.0,0.0,0.0
2019-05-01 05:00:00+00:00,0.0316368152990322,0.0210591954106182,0.0,0.0,0.0
2019-05-01 06:00:00+00:00,0.0316377760429032,0.0210592404806451,0.0,0.0,0.0
2019-05-01 07:00:00+00:00,0.0316387367867741,0.021059285550672,0.0,0.0,0.0
2019-05-01 08:00:00+00:00,0.0316396975306451,0.0210593306206989,0.0,0.0,0.0
2019-05-01 09:00:00+00:00,0.0316406582745161,0.0210593756907258,0.0,0.0,0.0
2019-05-01 10:00:00+00:00,0.0316416190183871,0.0210594207607526,0.0,0.0,0.0
2019-05-01 11:00:00+00:00,0.031642579762258,0.0210594658307795,0.0466094654363126,0.0014748437277447,0.0009815704447469
2019-05-01 12:00:00+00:00,0.031643540506129,0.0210595109008064,0.1309257120325132,0.0041429530719946,0.0027572314597445
2019-05-01 13:00:00+00:00,0.03164450125,0.0210595559708333,0.2501778095417367,0.0079167520067657,0.0052686335827046
2019-05-01 14:00:00+00:00,0.0316454619938709,0.0210596010408602,0.421553270252061,0.0133402479921535,0.0088777436889783
2019-05-01 15:00:00+00:00,0.0316464227377419,0.0210596461108871,0.5825031085324822,0.0184341396186676,0.0122673093241857
2019-05-01 16:00:00+00:00,0.0316473834816129,0.0210596911809139,0.466761530797886,0.0147717811596253,0.0098298536937341
2019-05-01 17:00:00+00:00,0.0316483442254838,0.0210597362509408,0.4831154423021439,0.0152898038186251,0.0101742837936397
2019-05-01 18:00:00+00:00,0.0316493049693548,0.0210597813209677,0.3584042363191795,0.0113432449775744,0.0075479148413903
2019-05-01 19:00:00+00:00,0.0316502657132258,0.0210598263909946,0.3541254529139331,0.0112081646805424,0.0074578205589997
2019-05-01 20:00:00+00:00,0.0316512264570967,0.0210598714610215,0.4105194716908885,0.012993444763536,0.0086454873060565
2019-05-01 21:00:00+00:00,0.0316521872009677,0.0210599165310483,0.3092265194706355,0.0097876956817882,0.0065122846892381
2019-05-01 22:00:00+00:00,0.0316531479448387,0.0210599616010752,0.2013581618669738,0.0063736196874761,0.0042405951569815
2019-05-01 23:00:00+00:00,0.0316541086887096,0.0210600066711021,0.0860051951171273,0.0027224177940312,0.0018112699829161
2019-05-02 00:00:00+00:00,0.0316550694325806,0.021060051741129,0.0,0.0,0.0
2019-05-02 01:00:00+00:00,0.0316560301764516,0.0210600968111559,0.0,0.0,0.0
2019-05-02 02:00:00+00:00,0.0316569909203225,0.0210601418811827,0.0,0.0,0.0
2019-05-02 03:00:00+00:00,0.0316579516641935,0.0210601869512096,0.0,0.0,0.0
